commit_id,idx,changed_type,label,raw_changed_line,changed_line
1f73722ffb375010e74eaa5b99004ad88df93bf6,9,added,0.0,"private static final String LICENSES = ""licenses"" ;",private static final String LICENSES = <STR>
1f73722ffb375010e74eaa5b99004ad88df93bf6,10,added,0.0,if ( licenses = = null ) {,if   licenses = = null
1f73722ffb375010e74eaa5b99004ad88df93bf6,11,added,0.0,if ( LICENSE . equals ( license . getNodeName ( ) ) ) {,if   LICENSE   equals   license   getNodeName
1f73722ffb375010e74eaa5b99004ad88df93bf6,12,added,0.0,return new License [ 0 ] ;,return new License   <NUM>
1f73722ffb375010e74eaa5b99004ad88df93bf6,13,added,0.0,"private static final String LICENSE NAME = ""name"" ;",private static final String LICENSE NAME = <STR>
1f73722ffb375010e74eaa5b99004ad88df93bf6,14,added,0.0,Element license = ( Element ) it . next ( ) ;,Element license =   Element   it   next
1f73722ffb375010e74eaa5b99004ad88df93bf6,15,added,1.0,"lics . add ( new License ( name , url ) ) ;",lics   add   new License   name   url
1f73722ffb375010e74eaa5b99004ad88df93bf6,16,added,0.0,"String name = getFirstChildText ( license , LICENSE NAME ) ;",String name = getFirstChildText   license   LICENSE NAME
1f73722ffb375010e74eaa5b99004ad88df93bf6,17,added,0.0,import java . util . ArrayList ;,import java   util   ArrayList
1f73722ffb375010e74eaa5b99004ad88df93bf6,18,added,1.0,mdBuilder . setLicenses ( domReader . getLicenses ( ) ) ;,mdBuilder   setLicenses   domReader   getLicenses
1f73722ffb375010e74eaa5b99004ad88df93bf6,19,added,0.0,public License [ ] getLicenses ( ) {,public License     getLicenses
1f73722ffb375010e74eaa5b99004ad88df93bf6,20,added,0.0,"Element licenses = getFirstChildElement ( projectElement , LICENSES ) ;",Element licenses = getFirstChildElement   projectElement   LICENSES
1f73722ffb375010e74eaa5b99004ad88df93bf6,21,added,0.0,List / * < License > * / lics = new ArrayList ( ) ;,List / * < License > * / lics = new ArrayList
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,0,added,0.0,for ( int i = 0 ; i < licenses . length ; i + + ) {,for   int i = <NUM>   i < licenses   length   i + +
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,1,added,0.0,License [ ] licenses = md . getLicenses ( ) ;,License     licenses = md   getLicenses
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,2,added,1.0,"out . println ( """" + md . getDescription ( ) ) ;",out   println   <STR> + md   getDescription
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,3,added,0.0,if ( md . getHomePage ( ) ! = null | | md . getDescription ( ) ! = null ) {,if   md   getHomePage     ! = null | | md   getDescription     ! = null
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,4,added,0.0,},
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,5,added,0.0,import org . apache . ivy . core . module . descriptor . License ;,import org   apache   ivy   core   module   descriptor   License
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,6,added,0.0,private static boolean requireInnerInfoElement ( ModuleDescriptor md ) {,private static boolean requireInnerInfoElement   ModuleDescriptor md
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,7,added,0.0,return md . getExtraInfo ( ) . size ( ) > 0,return md   getExtraInfo       size     > <NUM>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,8,added,0.0,if ( license . getUrl ( ) ! = null ) {,if   license   getUrl     ! = null
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,9,added,0.0,| | ( md . getDescription ( ) ! = null & & md . getDescription ( ) . trim ( ) . length ( ) > 0 ),| |   md   getDescription     ! = null & & md   getDescription       trim       length     > <NUM>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,10,added,0.0,if ( requireInnerInfoElement ( md ) ) {,if   requireInnerInfoElement   md
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,11,added,0.0,| | md . getHomePage ( ) ! = null,| | md   getHomePage     ! = null
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,12,added,0.0,} else {,else
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,13,added,0.0,"out . println ( "" / > "" ) ;",out   println   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,14,added,0.0,License license = licenses [ i ] ;,License license = licenses   i
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,15,added,0.0,"out . print ( "" < description"" ) ;",out   print   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,16,added,0.0,"out . print ( "" homepage = \ """" + md . getHomePage ( ) + "" \ """" ) ;",out   print   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,17,added,0.0,"out . print ( "" < license "" ) ;",out   print   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,18,added,0.0,"out . print ( ""url = \ """" + license . getUrl ( ) + "" \ "" "" ) ;",out   print   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,19,added,0.0,| | md . getLicenses ( ) . length > 0 ;,| | md   getLicenses       length > <NUM>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,20,added,0.0,"out . println ( "" < / description > "" ) ;",out   println   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,21,added,0.0,if ( license . getName ( ) ! = null ) {,if   license   getName     ! = null
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,22,added,0.0,"out . print ( ""name = \ """" + license . getName ( ) + "" \ "" "" ) ;",out   print   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,23,added,0.0,if ( md . getHomePage ( ) ! = null ) {,if   md   getHomePage     ! = null
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,24,added,0.0,"out . println ( "" > "" ) ;",out   println   <STR>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,25,added,0.0,if ( md . getDescription ( ) ! = null & & md . getDescription ( ) . trim ( ) . length ( ) > 0 ) {,if   md   getDescription     ! = null & & md   getDescription       trim       length     > <NUM>
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc,26,deleted,0.0,if ( md . getExtraInfo ( ) . size ( ) > 0 ) {,if   md   getExtraInfo       size     > <NUM>
951b253fc38c09114d0fe273a3758a15c151a8b4,0,added,0.0,parentModRevID ) ;,parentModRevID
951b253fc38c09114d0fe273a3758a15c151a8b4,1,added,0.0,ModuleRevisionId parentModRevID = ModuleRevisionId . newInstance (,ModuleRevisionId parentModRevID = ModuleRevisionId   newInstance
951b253fc38c09114d0fe273a3758a15c151a8b4,2,added,0.0,"ResolvedModuleRevision parentModule = parseOtherPom ( ivySettings ,",ResolvedModuleRevision parentModule = parseOtherPom   ivySettings
951b253fc38c09114d0fe273a3758a15c151a8b4,3,added,0.0,"PomReader domReader = new PomReader ( descriptorURL , res ) ;",PomReader domReader = new PomReader   descriptorURL   res
951b253fc38c09114d0fe273a3758a15c151a8b4,4,added,0.0,"domReader . getParentGroupId ( ) ,",domReader   getParentGroupId
951b253fc38c09114d0fe273a3758a15c151a8b4,5,added,0.0,domReader . getParentVersion ( ) ) ;,domReader   getParentVersion
951b253fc38c09114d0fe273a3758a15c151a8b4,6,added,1.0,},
951b253fc38c09114d0fe273a3758a15c151a8b4,7,added,0.0,"domReader . getParentArtifactId ( ) ,",domReader   getParentArtifactId
951b253fc38c09114d0fe273a3758a15c151a8b4,8,added,1.0,"domReader . setProperty ( ( String ) prop . getKey ( ) , ( String ) prop . getValue ( ) ) ;",domReader   setProperty     String   prop   getKey         String   prop   getValue
951b253fc38c09114d0fe273a3758a15c151a8b4,9,added,0.0,if ( parentModule ! = null ) {,if   parentModule ! = null
951b253fc38c09114d0fe273a3758a15c151a8b4,10,added,0.0,ModuleDescriptor parentDescr = null ;,ModuleDescriptor parentDescr = null
951b253fc38c09114d0fe273a3758a15c151a8b4,11,added,0.0,parentDescr = parentModule . getDescriptor ( ) ;,parentDescr = parentModule   getDescriptor
951b253fc38c09114d0fe273a3758a15c151a8b4,12,added,0.0,} else {,else
951b253fc38c09114d0fe273a3758a15c151a8b4,13,added,1.0,"Message . warn ( ""impossible to load parent for "" + descriptorURL + "" . """,Message   warn   <STR>
951b253fc38c09114d0fe273a3758a15c151a8b4,14,added,1.0,"String pluginExtraInfo = ( String ) ivyModuleDescriptor . getExtraInfo ( ) . get ( ""m : maven . plugins"" ) ;",String pluginExtraInfo =   String   ivyModuleDescriptor   getExtraInfo       get   <STR>
951b253fc38c09114d0fe273a3758a15c151a8b4,15,added,0.0,if ( domReader . hasParent ( ) ) {,if   domReader   hasParent
951b253fc38c09114d0fe273a3758a15c151a8b4,16,added,1.0,for ( Iterator iter = parentPomProps . entrySet ( ) . iterator ( ) ; iter . hasNext ( ) ; ) {,for   Iterator iter = parentPomProps   entrySet       iterator       iter   hasNext
951b253fc38c09114d0fe273a3758a15c151a8b4,17,added,1.0,"+ "" Parent = "" + parentModRevID ) ;",+ <STR> + parentModRevID
951b253fc38c09114d0fe273a3758a15c151a8b4,18,added,0.0,Map parentPomProps = PomModuleDescriptorBuilder . extractPomProperties ( parentDescr . getExtraInfo ( ) ) ;,Map parentPomProps = PomModuleDescriptorBuilder   extractPomProperties   parentDescr   getExtraInfo
951b253fc38c09114d0fe273a3758a15c151a8b4,19,added,1.0,Map . Entry prop = ( Map . Entry ) iter . next ( ) ;,Map   Entry prop =   Map   Entry   iter   next
951b253fc38c09114d0fe273a3758a15c151a8b4,20,deleted,0.0,parentModRevID ) ;,parentModRevID
951b253fc38c09114d0fe273a3758a15c151a8b4,21,deleted,0.0,"domReader . setProperty ( ""parent . version"" , domReader . getParentVersion ( ) ) ;",domReader   setProperty   <STR>   domReader   getParentVersion
951b253fc38c09114d0fe273a3758a15c151a8b4,22,deleted,0.0,ModuleRevisionId parentModRevID = ModuleRevisionId . newInstance (,ModuleRevisionId parentModRevID = ModuleRevisionId   newInstance
951b253fc38c09114d0fe273a3758a15c151a8b4,23,deleted,0.0,"ResolvedModuleRevision parentModule = parseOtherPom ( ivySettings ,",ResolvedModuleRevision parentModule = parseOtherPom   ivySettings
951b253fc38c09114d0fe273a3758a15c151a8b4,24,deleted,0.0,"PomReader domReader = new PomReader ( descriptorURL , res ) ;",PomReader domReader = new PomReader   descriptorURL   res
951b253fc38c09114d0fe273a3758a15c151a8b4,25,deleted,0.0,"domReader . getParentGroupId ( ) ,",domReader   getParentGroupId
951b253fc38c09114d0fe273a3758a15c151a8b4,26,deleted,0.0,domReader . getParentVersion ( ) ) ;,domReader   getParentVersion
951b253fc38c09114d0fe273a3758a15c151a8b4,27,deleted,0.0,},
951b253fc38c09114d0fe273a3758a15c151a8b4,28,deleted,0.0,"domReader . getParentArtifactId ( ) ,",domReader   getParentArtifactId
951b253fc38c09114d0fe273a3758a15c151a8b4,29,deleted,0.0,"domReader . setProperty ( ( String ) prop . getKey ( ) , ( String ) prop . getValue ( ) ) ;",domReader   setProperty     String   prop   getKey         String   prop   getValue
951b253fc38c09114d0fe273a3758a15c151a8b4,30,deleted,0.0,if ( parentModule ! = null ) {,if   parentModule ! = null
951b253fc38c09114d0fe273a3758a15c151a8b4,31,deleted,0.0,ModuleDescriptor parentDescr = null ;,ModuleDescriptor parentDescr = null
951b253fc38c09114d0fe273a3758a15c151a8b4,32,deleted,0.0,parentDescr = parentModule . getDescriptor ( ) ;,parentDescr = parentModule   getDescriptor
951b253fc38c09114d0fe273a3758a15c151a8b4,33,deleted,0.0,} else {,else
951b253fc38c09114d0fe273a3758a15c151a8b4,34,deleted,0.0,"Message . warn ( ""impossible to load parent for "" + descriptorURL + "" . """,Message   warn   <STR>
951b253fc38c09114d0fe273a3758a15c151a8b4,35,deleted,0.0,Map parentPomProps = PomModuleDescriptorBuilder,Map parentPomProps = PomModuleDescriptorBuilder
951b253fc38c09114d0fe273a3758a15c151a8b4,36,deleted,0.0,if ( domReader . hasParent ( ) ) {,if   domReader   hasParent
951b253fc38c09114d0fe273a3758a15c151a8b4,37,deleted,0.0,for ( Iterator iter = parentPomProps . entrySet ( ) . iterator ( ) ; iter . hasNext ( ) ; ) {,for   Iterator iter = parentPomProps   entrySet       iterator       iter   hasNext
951b253fc38c09114d0fe273a3758a15c151a8b4,38,deleted,0.0,"String pluginExtraInfo = ( String ) ivyModuleDescriptor . getExtraInfo ( ) . get ( ""maven . plugins"" ) ;",String pluginExtraInfo =   String   ivyModuleDescriptor   getExtraInfo       get   <STR>
951b253fc38c09114d0fe273a3758a15c151a8b4,39,deleted,0.0,"+ "" Parent = "" + parentModRevID ) ;",+ <STR> + parentModRevID
951b253fc38c09114d0fe273a3758a15c151a8b4,40,deleted,0.0,Map . Entry prop = ( Map . Entry ) iter . next ( ) ;,Map   Entry prop =   Map   Entry   iter   next
951b253fc38c09114d0fe273a3758a15c151a8b4,41,deleted,0.0,. extractPomProperties ( parentDescr . getExtraInfo ( ) ) ;,extractPomProperties   parentDescr   getExtraInfo
48055baa938695fa302fc8aa51a5a2df24c73fe7,0,added,0.0,parser . parseDescriptor (,parser   parseDescriptor
48055baa938695fa302fc8aa51a5a2df24c73fe7,1,added,1.0,parentDescr . getExtraInfo ( ) ) ;,parentDescr   getExtraInfo
48055baa938695fa302fc8aa51a5a2df24c73fe7,2,added,1.0,"getSettings ( ) , temp . toURI ( ) . toURL ( ) , res , false ) ;",getSettings       temp   toURI       toURL       res   false
48055baa938695fa302fc8aa51a5a2df24c73fe7,3,added,1.0,Map parentPomProps = PomModuleDescriptorBuilder . extractPomProperties (,Map parentPomProps = PomModuleDescriptorBuilder   extractPomProperties
48055baa938695fa302fc8aa51a5a2df24c73fe7,4,deleted,0.0,"parser . parseDescriptor ( getSettings ( ) , temp . toURI ( ) . toURL ( ) , res , false ) ;",parser   parseDescriptor   getSettings       temp   toURI       toURL       res   false
48055baa938695fa302fc8aa51a5a2df24c73fe7,5,deleted,0.0,Map parentPomProps = PomModuleDescriptorBuilder . extractPomProperties ( parentDescr . getExtraInfo ( ) ) ;,Map parentPomProps = PomModuleDescriptorBuilder   extractPomProperties   parentDescr   getExtraInfo
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,0,added,0.0,long getResponseContentLength ( HttpMethodBase method ) ;,long getResponseContentLength   HttpMethodBase method
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,1,added,0.0,"GetMethod get = doGet ( url , 0 ) ;",GetMethod get = doGet   url   <NUM>
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,2,added,0.0,if ( method ! = null ) {,if   method ! = null
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,3,added,0.0,},
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,4,added,0.0,if ( getRequestMethod ( ) = = URLHandler . REQUEST METHOD HEAD ) {,if   getRequestMethod     = = URLHandler   REQUEST METHOD HEAD
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,5,added,0.0,"private GetMethod doGet ( URL url , int timeout ) throws IOException {",private GetMethod doGet   URL url   int timeout   throws IOException
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,6,added,0.0,"method = doGet ( url , timeout ) ;",method = doGet   url   timeout
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,7,added,0.0,"GetMethod get = doGet ( src , 0 ) ;",GetMethod get = doGet   src   <NUM>
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,8,added,1.0,"return new URLInfo ( true , getResponseContentLength ( method ) , getLastModified ( method ) ) ;",return new URLInfo   true   getResponseContentLength   method     getLastModified   method
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,9,added,0.0,} else {,else
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,10,added,0.0,"Header header = method . getResponseHeader ( ""Content - Length"" ) ;",Header header = method   getResponseHeader   <STR>
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,11,added,0.0,public long getResponseContentLength ( HttpMethodBase method ) {,public long getResponseContentLength   HttpMethodBase method
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,12,added,0.0,"method = doHead ( url , timeout ) ;",method = doHead   url   timeout
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,13,added,0.0,client . setTimeout ( timeout ) ;,client   setTimeout   timeout
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,14,added,0.0,method . releaseConnection ( ) ;,method   releaseConnection
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,15,added,0.0,HttpMethodBase method = null ;,HttpMethodBase method = null
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,16,added,0.0,"if ( checkStatusCode ( url , method ) ) {",if   checkStatusCode   url   method
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,17,added,0.0,return method . getResponseContentLength ( ) ;,return method   getResponseContentLength
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,18,added,0.0,private long getResponseContentLength ( HttpMethodBase head ) {,private long getResponseContentLength   HttpMethodBase head
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,19,deleted,0.0,GetMethod get = doGet ( url ) ;,GetMethod get = doGet   url
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,20,deleted,0.0,return head . getResponseContentLength ( ) ;,return head   getResponseContentLength
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,21,deleted,0.0,"Header header = head . getResponseHeader ( ""Content - Length"" ) ;",Header header = head   getResponseHeader   <STR>
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,22,deleted,0.0,if ( head ! = null ) {,if   head ! = null
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,23,deleted,0.0,private long getResponseContentLength ( HeadMethod head ) {,private long getResponseContentLength   HeadMethod head
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,24,deleted,0.0,"if ( checkStatusCode ( url , head ) ) {",if   checkStatusCode   url   head
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,25,deleted,0.0,private GetMethod doGet ( URL url ) throws IOException {,private GetMethod doGet   URL url   throws IOException
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,26,deleted,0.0,GetMethod get = doGet ( src ) ;,GetMethod get = doGet   src
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,27,deleted,0.0,"head = doHead ( url , timeout ) ;",head = doHead   url   timeout
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,28,deleted,0.0,head . releaseConnection ( ) ;,head   releaseConnection
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,29,deleted,0.0,HeadMethod head = null ;,HeadMethod head = null
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,30,deleted,0.0,"return new URLInfo ( true , getResponseContentLength ( head ) , getLastModified ( head ) ) ;",return new URLInfo   true   getResponseContentLength   head     getLastModified   head
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,31,deleted,0.0,public long getResponseContentLength ( HeadMethod head ) {,public long getResponseContentLength   HeadMethod head
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134,32,deleted,0.0,long getResponseContentLength ( HeadMethod head ) ;,long getResponseContentLength   HeadMethod head
f3539c7eb312b127122084279002d3fd238c9a17,0,added,1.0,"if ( ""ivy . instance"" . equals ( id ) & & getProject ( ) . getReferences ( ) . get ( id ) = = null ) {",if   <STR>   equals   id   & & getProject       getReferences       get   id   = = null
f3539c7eb312b127122084279002d3fd238c9a17,1,deleted,0.0,"if ( ""ivy . instance"" . equals ( id ) & & getProject ( ) . getReference ( id ) = = null ) {",if   <STR>   equals   id   & & getProject       getReference   id   = = null
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,0,added,0.0,import java . io . LineNumberReader ;,import java   io   LineNumberReader
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,1,added,0.0,count + = nbrBytesCopied ;,count + = nbrBytesCopied
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,2,added,1.0,"LineNumberReader reader = new LineNumberReader ( new InputStreamReader ( in , ""UTF - 8"" ) ) ;",LineNumberReader reader = new LineNumberReader   new InputStreamReader   in   <STR>
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,3,added,0.0,"nbrBytesCopied + = in . read ( b , off + nbrBytesCopied , len - nbrBytesCopied ) ;",nbrBytesCopied + = in   read   b   off + nbrBytesCopied   len - nbrBytesCopied
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,4,added,1.0,e . printStackTrace ( ) ;,e   printStackTrace
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,5,added,0.0,in . mark ( 10000 ) ;,in   mark   <NUM>
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,6,added,1.0,},
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,7,added,0.0,"return new InputSource ( PomReader . class . getResourceAsStream ( ""m2 - entities . ent"" ) ) ;",return new InputSource   PomReader   class   getResourceAsStream   <STR>
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,8,added,0.0,"parentElement = getFirstChildElement ( projectElement , PARENT ) ;",parentElement = getFirstChildElement   projectElement   PARENT
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,9,added,0.0,} catch ( SAXException e ) {,catch   SAXException e
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,10,added,0.0,String firstLine = reader . readLine ( ) ;,String firstLine = reader   readLine
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,11,added,0.0,"throw new IllegalArgumentException ( ""The inputstream doesn't support mark"" ) ;",throw new IllegalArgumentException   <STR>
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,12,added,0.0,import org . xml . sax . InputSource ;,import org   xml   sax   InputSource
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,13,added,0.0,throw new IndexOutOfBoundsException ( ) ;,throw new IndexOutOfBoundsException
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,14,added,1.0,DocumentBuilderFactory factory = DocumentBuilderFactory . newInstance ( ) ;,DocumentBuilderFactory factory = DocumentBuilderFactory   newInstance
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,15,added,1.0,"Document pomDomDoc = XMLHelper . parseToDom ( stream , res , new EntityResolver ( ) {",Document pomDomDoc = XMLHelper   parseToDom   stream   res   new EntityResolver
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,16,added,0.0,"private static String DOCTYPE = "" < !DOCTYPE project SYSTEM \ ""m2 - entities . ent \ "" > \ n"" ;",private static String DOCTYPE = <STR>
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,17,added,0.0,InputStream stream = new AddDTDFilterInputStream ( descriptorURL . openStream ( ) ) ;,InputStream stream = new AddDTDFilterInputStream   descriptorURL   openStream
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,18,added,0.0,"public InputSource resolveEntity ( String publicId , String systemId ) throws SAXException ,",public InputSource resolveEntity   String publicId   String systemId   throws SAXException
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,19,added,1.0,if ( stream ! = null ) {,if   stream ! = null
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,20,added,1.0,super ( in ) ;,super   in
